user_id,recomendations
76561198072505649,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561198072522161,"['APB Reloaded', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
Genesiszs,"['Trove', 'AdVenture Capitalist', ""Bad Rats: the Rats' Revenge"", 'Counter-Strike: Global Offensive', 'Team Fortress 2']"
76561198072541428,"['Terraria', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
blindfrog42,"['ARK: Survival Evolved', 'Antichamber', 'Counter-Strike: Global Offensive', 'Kung Fury']"
76561198072559414,"['Arma 3', 'Counter-Strike: Global Offensive', 'DayZ', 'Rust']"
sparksflynn,"['Counter-Strike: Global Offensive', 'Fallout 4', 'Grand Theft Auto V', 'The Witcher 2: Assassins of Kings Enhanced Edition']"
76561198072569018,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
XxmanoxX,"['Fable Anniversary', 'Counter-Strike: Global Offensive', 'Unturned', 'Sacred 3', 'Rocket League®']"
76561198072573871,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
ViniReaper,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
juan1035,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198072596405,"['Left 4 Dead 2', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive']"
FludReturn,"['Warframe', 'Borderlands 2', 'Team Fortress 2']"
IDontUseSteamAnymore,"['Terraria', 'Risk of Rain', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198072604584,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
Andromnicus,"[""Garry's Mod"", 'Borderlands 2', 'Terraria', 'Portal 2', 'Team Fortress 2']"
76561198072617841,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
nimoxnazgul,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
Minigamin,"['Rocket League®', 'Counter-Strike: Source', 'Counter-Strike: Global Offensive', 'Team Fortress 2', '8BitMMO']"
76561198072649686,"['LEGO® Batman™3: Beyond Gotham', 'STARWHAL', 'LEGO® The Hobbit™', 'Goat Simulator', 'Unturned']"
76561198072654697,"['Team Fortress 2', 'Terraria', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198072660460,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198072660787,"['Super Hexagon', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned']"
OfficalUberZ,"['Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive', 'Unturned']"
76561198072695987,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
HybridWolfKyle,"['Counter-Strike: Global Offensive', 'Tomb Raider', 'Team Fortress 2', ""Garry's Mod""]"
76561198072699067,"['Age of Empires II HD', 'Counter-Strike: Global Offensive', ""Sid Meier's Civilization® V""]"
76561198072706321,"['Goat Simulator', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive', 'Terraria']"
WhipDip,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
rioblu445,"['Aura Kingdom', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Spiral Knights', 'FTL: Faster Than Light']"
76561198072728913,"['Call of Duty®: Ghosts', 'Team Fortress 2', 'Borderlands 2', 'Counter-Strike: Global Offensive', 'Arma 3']"
76561198072729088,"['Killing Floor', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive']"
76561198072730323,"['Rust', 'Killing Floor 2', 'Counter-Strike: Global Offensive', 'Call of Duty: World at War', ""Garry's Mod""]"
ArbiterSenpai,"['Red Orchestra 2: Heroes of Stalingrad with Rising Storm', 'Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
NeoESWhiteoutZ,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
King_Dorkus,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198072746635,"['Arma 2: Operation Arrowhead', 'Counter-Strike: Global Offensive', 'DayZ', 'PlanetSide 2', ""Garry's Mod""]"
76561198072747255,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561198072756457,"['Unturned', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
LadyLegasus,"['Borderlands 2', 'BioShock Infinite', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198072777210,"['DC Universe™ Online', 'Team Fortress 2', ""Garry's Mod"", 'PlanetSide 2', 'Terraria']"
76561198072778927,"['Vindictus', 'Team Fortress 2', 'Warframe', ""Garry's Mod"", 'Saints Row IV']"
76561198072779151,"['TERA', 'Counter-Strike: Global Offensive', 'Tomb Raider', ""Garry's Mod""]"
hjohnstone,"['DayZ', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Rust', 'Team Fortress 2']"
SimplyKappa,"['BioShock Infinite', 'Team Fortress 2', 'Borderlands 2', 'Counter-Strike: Global Offensive']"
SabreHound,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561198072809720,"['Dead Realm', ""Garry's Mod"", 'Nidhogg', 'Thinking with Time Machine']"
76561198072810945,"['Borderlands 2', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Rust']"
EpicPotata,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198072838281,"['SPINTIRES™', 'Counter-Strike: Global Offensive', 'GRID Autosport', 'Goat Simulator']"
76561198072838748,"['Magicka', 'Terraria', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
shadowxskills,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
GamerAngel311,"['Alien Swarm', 'Team Fortress 2', 'Warframe', 'Unturned', 'Counter-Strike: Global Offensive']"
76561198072898248,"['Tomb Raider', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'BioShock Infinite']"
Xerelies,"['DayZ', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Rust', 'Team Fortress 2']"
SatanicBabys,"['Tomb Raider', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'BioShock Infinite']"
76561198072922914,"['The Wolf Among Us', 'Team Fortress 2', 'The Walking Dead: Season 2', 'Borderlands 2']"
booldknight,"['Warframe', 'Unturned', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
onelovemarley,"['FTL: Faster Than Light', 'Papers, Please', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198072938709,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
maddmann1991,"['Clicker Heroes', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Dungeon Defenders Eternity', 'Unturned']"
76561198072942552,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'The Binding of Isaac']"
jagatha,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198072949124,"['Counter-Strike: Global Offensive', 'Borderlands 2', 'Starbound', 'Team Fortress 2', ""Garry's Mod""]"
FromZero2Hero,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198072954466,"['Left 4 Dead 2', 'Team Fortress 2', 'Tactical Intervention', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
yungwind,"['Unturned', 'Warframe', 'Goat Simulator', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
76561198072977162,"['Just Cause 2', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198072985865,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
porterbeans,"['DayZ', 'BioShock Infinite', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Team Fortress 2']"
jerrycanjamly,"['The Binding of Isaac', 'Team Fortress 2', 'The Binding of Isaac: Rebirth', ""Garry's Mod"", 'Counter-Strike: Global Offensive']"
76561198073032392,"['Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive', ""Don't Starve Together""]"
76561198073041055,"['Team Fortress Classic', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Next Car Game: Wreckfest', 'Super Hexagon']"
76561198073041269,"['Magicka', 'Paint the Town Red', 'Counter-Strike: Global Offensive', 'Terraria', 'Team Fortress 2']"
Cokemania,"['Counter-Strike: Global Offensive', ""Garry's Mod"", 'Team Fortress 2', 'Unturned']"
kozke,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
juan405kpo,"['Zombie Panic! Source', 'Team Fortress 2', 'Unturned', 'No More Room in Hell', 'Left 4 Dead 2']"
76561198073069974,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561198073091394,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198073094125,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
jinggosbenar,"['Borderlands 2', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Rust']"
blastingdiamond,"['Sniper Elite V2', 'Left 4 Dead 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive', 'Team Fortress 2']"
pumbarrento,"['Team Fortress 2', 'Unturned', 'Warframe', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198073110357,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198073113810,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Killing Floor']"
76561198073115586,"['Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™', 'Shank 2', 'Team Fortress 2', 'Alien: Isolation']"
BusterNation,"['Heroes &amp; Generals', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive', 'Unturned']"
odenp,"['Age of Empires II HD', 'Counter-Strike: Global Offensive', ""Sid Meier's Civilization® V""]"
76561198073116713,"['Goat Simulator', 'Euro Truck Simulator 2', 'Dungeon Defenders II', 'Team Fortress 2', 'DLC Quest']"
76561198073123746,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
LuGusta,"['Left 4 Dead 2', 'Team Fortress 2', 'Far Cry 3', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198073145141,"['Left 4 Dead 2', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
furtsan,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Half-Life 2', 'Unturned']"
MineRender000,"['Terraria', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198073169276,"['Unturned', 'Team Fortress 2', 'Insurgency', 'Counter-Strike: Global Offensive']"
ThePinkieOfAllPies,"['Spiral Knights', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned']"
RILEYinAUS,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Source']"
M4RC3L0X,"['Portal 2', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive', 'Terraria']"
76561198073199110,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561198073201110,"['Left 4 Dead 2', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive']"
silenthallows,"['Goat Simulator', 'Fallout 4', 'The Stanley Parable', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
Thatssirlemontoyou,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
Bmcnally_,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198073245886,"['Magicite', 'Unturned', 'Counter-Strike: Global Offensive', 'Terraria', 'Team Fortress 2']"
76561198073269017,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
Shadows7398,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198073282104,"['Verdun', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Rust']"
76561198073295527,"['Warframe', 'Borderlands 2', 'Team Fortress 2']"
76561198073297175,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
Pi0h,"['Half-Life 2', 'Skullgirls', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive']"
Pkpure,"['Counter-Strike: Global Offensive', 'Team Fortress 2', 'Killing Floor', ""Garry's Mod""]"
76561198073309903,"['Hyperdimension Neptunia Re;Birth1 / 超次次元ゲイム ネプテューヌRe;Birth1 / 超次次元遊戲戰機少女重生1', 'Hyperdimension Neptunia Re;Birth2: Sisters Generation / 超次次元ゲイム ネプテューヌRe;Birth2', 'Counter-Strike: Global Offensive', 'Left 4 Dead 2']"
76561198073316231,"['Terraria', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198073330411,"['XCOM: Enemy Unknown', ""Sid Meier's Civilization®: Beyond Earth™"", 'Warhammer® 40,000: Dawn of War® - Soulstorm', 'Counter-Strike: Global Offensive']"
76561198073346300,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198073363859,"['Warframe', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned']"
humanstapler,"['Realm of the Mad God', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned']"
hyeyey,"[""Garry's Mod"", 'Rocket League®', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned']"
76561198073378888,"['Toribash', 'Relic Hunters Zero', 'Team Fortress 2', 'Unturned', ""Garry's Mod""]"
76561198073379120,"['Stardew Valley', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Warframe']"
76561198073383090,"['Left 4 Dead 2', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive']"
SkyFlashBR,"[""Garry's Mod"", 'Team Fortress 2', 'Life is Strange - Episode 1', 'Counter-Strike: Global Offensive']"
paulbauerpunicher,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198073413380,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
Jimmyhello,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
misstie,"['Counter-Strike: Global Offensive', 'Team Fortress 2', 'PlanetSide 2', 'Loadout', 'Robocraft']"
76561198073441647,"['Transformice', 'Team Fortress 2', 'Trove', 'Counter-Strike: Global Offensive', 'Chivalry: Medieval Warfare']"
phdeus,"['AdVenture Capitalist', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', ""Garry's Mod""]"
76561198073451910,"['Mass Effect', 'Mass Effect 2', 'Sins of a Solar Empire®: Rebellion', 'Tomb Raider: Legend']"
76561198073457020,"['Robocraft', 'BattleBlock Theater®', ""Don't Starve Together"", 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
blu3y24,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
51564210333,"['Golf With Your Friends', 'Counter-Strike: Global Offensive', 'XCOM® 2', 'Crazy Taxi']"
76561198073471590,"['Rust', 'Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod"", 'DayZ']"
76561198073473575,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561198073496938,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
monjibee,"['Starbound', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Terraria']"
76561198073535087,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'Left 4 Dead 2']"
Daniel_Barrett,"['Kerbal Space Program', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Team Fortress 2']"
TheStrahan123,"['Borderlands 2', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Rust']"
7122456,"['Left 4 Dead 2', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive']"
76561198073580952,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
2nerdssemvida,"['RADical ROACH Remastered', 'Watch_Dogs™', 'Life is Strange - Episode 1', 'Particula']"
76561198073589943,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198073589985,"['Assassin’s Creed® III', 'Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561198073608723,"['GRAV', 'Team Fortress 2', 'Fallout: New Vegas', 'Terraria']"
76561198073618741,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
Themfgamer,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198073631877,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
_itsbf3_,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
Skudz,"['Terraria', 'Left 4 Dead 2', 'PlanetSide 2', 'Team Fortress 2', 'Half-Life 2']"
76561198073638107,"['Team Fortress 2', 'Warframe', 'Counter-Strike: Global Offensive', 'Spiral Knights', ""Garry's Mod""]"
76561198073638549,"['APB Reloaded', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
alphakenny1,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'Left 4 Dead 2']"
76561198073648533,"['Grand Theft Auto V', 'Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
rsqwxyg,"['Undertale', 'Team Fortress 2', 'Terraria', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198073673753,"['State of Decay', 'Team Fortress 2', 'Rust', 'Left 4 Dead 2']"
kmogan99,"['Far Cry 3', 'Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561198073692243,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
xXCammoAmmoXx,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198073706825,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198073711146,"['Hitman: Absolution™', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Left 4 Dead 2']"
76561198073712906,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
767scar77,"['Heroes &amp; Generals', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive', 'Unturned']"
76561198073722309,"['DC Universe™ Online', 'Team Fortress 2', ""Garry's Mod"", 'PlanetSide 2', 'Terraria']"
76561198073733242,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
1stBLUE-COW,"['Call of Duty: World at War', 'Killing Floor', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
ByanVEVO,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Left 4 Dead 2']"
Xelight,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198073749507,"['Spiral Knights', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned']"
OnceUponAGoat,"['Counter-Strike: Global Offensive', 'Fallout 4', 'Grand Theft Auto V', 'The Witcher 2: Assassins of Kings Enhanced Edition']"
pleumarnun,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
joaoflavio,"['Counter-Strike: Global Offensive', 'DayZ', 'Team Fortress 2', ""Garry's Mod"", 'Rust']"
76561198073784330,"['Chivalry: Medieval Warfare', 'Tactical Intervention', 'Total War™: ROME II - Emperor Edition', 'Team Fortress 2']"
paulspeltwithap,"['Dishonored', 'Counter-Strike: Global Offensive', 'BioShock Infinite', 'Team Fortress 2']"
76561198073818391,"['Warframe', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned']"
76561198073826390,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'Left 4 Dead 2']"
76561198073834001,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
wadiyatalknabeet,"['SMITE®', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Loadout']"
76561198073843945,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198073855426,"['Sleeping Dogs: Definitive Edition', 'Arma 3', 'Counter-Strike: Global Offensive', 'Fallout 3: Game of the Year Edition']"
camicase,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561198073899610,"['Fallout: New Vegas', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Left 4 Dead 2']"
76561198073899830,"['Dragon Saga', 'Dungeon Defenders II', 'Rust', 'Counter-Strike: Global Offensive']"
tntnguyen03,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
RAFFRO,"['Portal 2', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive', 'Terraria']"
76561198073924545,"['Unturned', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
Get_SiCkled,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Emily is Away', 'Unturned']"
76561198073931851,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Just Cause 2', 'Unturned']"
76561198073943264,"['BattleBlock Theater®', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive']"
lafoeda,"['Rust', 'Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod"", 'DayZ']"
gamesownedbyme,"['Counter-Strike: Global Offensive', 'Loadout', 'Team Fortress 2', ""Garry's Mod""]"
76561198073966201,"['Codename CURE', 'Team Fortress 2', 'Unturned', 'Counter-Strike: Global Offensive', 'Loadout']"
1922001,"['Loadout', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive']"
76561198073970893,"['Double Action: Boogaloo', 'Unearthed: Trail of Ibn Battuta - Episode 1 - Gold Edition', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'theHunter Classic']"
2lstgun,"['DARK SOULS™: Prepare To Die™ Edition', 'Counter-Strike: Global Offensive', 'Terraria', 'Team Fortress 2', 'DARK SOULS™ II']"
Like_a_sunrise,"['Batman™: Arkham Origins', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Borderlands 2']"
76561198074006716,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198074009219,"['Post Apocalyptic Mayhem', 'Left 4 Dead 2', ""Dark Parables: The Exiled Prince Collector's Edition"", 'Phantasmal: Survival Horror Roguelike', 'Puzzle Pirates']"
fadas56,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
Franstar2,"['Super Crate Box', 'Unturned', 'Team Fortress 2', 'Spiral Knights']"
Mouldy_Oreo,"['Realm of the Mad God', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned']"
76561198074050710,"['Just Cause 2', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
ventrids,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod"", 'Ace of Spades: Battle Builder']"
76561198074073165,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198074096704,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198074111910,"['Team Fortress 2', 'Left 4 Dead 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Spiral Knights']"
Bladeking68,"['Aliens vs. Predator™', 'Aliens versus Predator Classic 2000', 'Counter-Strike: Global Offensive', 'Outlast']"
LordDozahkingRe,"['Arma 3', 'Saints Row IV', 'Chivalry: Medieval Warfare', 'Killing Floor']"
76561198074122571,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198074127617,"['Fallout: New Vegas', 'Call of Duty®: Black Ops', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Left 4 Dead 2']"
The_Ultra_Llama,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
zudikas,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198074156211,"['Saints Row IV', 'Dishonored', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
XUXU23456789,"['Counter-Strike: Global Offensive', 'Left 4 Dead 2', 'Team Fortress 2', ""Garry's Mod"", 'No More Room in Hell']"
76561198074170361,"['Killing Floor', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive']"
76561198074185082,"['From the Depths', 'AI War: Fleet Command', 'The Plan', 'Battlevoid: Harbinger']"
totalclutch,"['Warframe', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned']"
76561198074198140,"['Soldier Front 2', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Tactical Intervention', ""Garry's Mod""]"
HanaSongDva,"['Gotham City Impostors Free to Play', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Warframe', ""Garry's Mod""]"
76561198074215832,"['APB Reloaded', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
thenumber5,"['Counter-Strike: Global Offensive', 'Starbound']"
76561198074226272,"['Starbound', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Terraria']"
76561198074256516,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
Nitro_Assassin,"['Portal 2', 'Castle Crashers®', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive']"
the_suicidal_psychomidget,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'No More Room in Hell']"
Zeusmate,"[""Garry's Mod"", 'ARK: Survival Evolved', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned']"
76561198074327940,"['DayZ', 'Middle-earth™: Shadow of Mordor™', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Rust']"
76561198074337670,"['Left 4 Dead 2', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive']"
pineapple671,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'Left 4 Dead 2']"
76561198074352514,"['Little Inferno', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'The Binding of Isaac']"
76561198074357143,"['BattleBlock Theater®', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive']"
76561198074366598,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561198074367257,"['Puzzle Pirates', 'Signs of Life', 'Dragons and Titans', 'Final Rush']"
